src_domain,dst_domain,contextual_links
law.unimelb.edu.au,indonesiaforum.arts.unimelb.edu.au,1
law.unimelb.edu.au,sustainablecampus.unimelb.edu.au,1
law.unimelb.edu.au,jobs.unimelb.edu.au,1
law.unimelb.edu.au,minerva-access.unimelb.edu.au,1
law.unimelb.edu.au,sport.unimelb.edu.au,1
law.unimelb.edu.au,www.colleges.unimelb.edu.au,1
law.unimelb.edu.au,murrupbarak.unimelb.edu.au,1
law.unimelb.edu.au,figshare.unimelb.edu.au,1
law.unimelb.edu.au,tes.app.unimelb.edu.au,1
law.unimelb.edu.au,wireless.unimelb.edu.au,1
mbs.unimelb.edu.au,career-checklist.unimelb.edu.au,1
mbs.unimelb.edu.au,q.surveys.unimelb.edu.au,1
mbs.unimelb.edu.au,course-planner.unimelb.edu.au,1
mbs.unimelb.edu.au,services.unimelb.edu.au,1
mbs.unimelb.edu.au,ipp.eng.unimelb.edu.au,1
mbs.unimelb.edu.au,catalog.lms.unimelb.edu.au,1
mbs.unimelb.edu.au,www.unimelb.edu.au,1
mdhs.unimelb.edu.au,canvas.lms.unimelb.edu.au,1
mdhs.unimelb.edu.au,sustainablecampus.unimelb.edu.au,1
mdhs.unimelb.edu.au,blogs.unimelb.edu.au,1
mdhs.unimelb.edu.au,online.unimelb.edu.au,1
mdhs.unimelb.edu.au,collision.unimelb.edu.au,1
mdhs.unimelb.edu.au,biodiversity.unimelb.edu.au,1
mdhs.unimelb.edu.au,people.eng.unimelb.edu.au,1
mdhs.unimelb.edu.au,shepmed.unimelb.edu.au,1
mdhs.unimelb.edu.au,housing.unimelb.edu.au,1
mdhs.unimelb.edu.au,cis.unimelb.edu.au,1
mdhs.unimelb.edu.au,biosciences.unimelb.edu.au,1
mdhs.unimelb.edu.au,accommodation-hub.gsa.unimelb.edu.au,1
mdhs.unimelb.edu.au,gradgroups.unimelb.edu.au,1
mdhs.unimelb.edu.au,learningspaces.unimelb.edu.au,1
mdhs.unimelb.edu.au,biomedical.eng.unimelb.edu.au,1
mdhs.unimelb.edu.au,socialequity.unimelb.edu.au,1
mdhs.unimelb.edu.au,arts.unimelb.edu.au,1
mdhs.unimelb.edu.au,fbe.unimelb.edu.au,1
mdhs.unimelb.edu.au,msd.unimelb.edu.au,1
mdhs.unimelb.edu.au,finearts-music.unimelb.edu.au,1
mdhs.unimelb.edu.au,mentoring.unimelb.edu.au,1
mdhs.unimelb.edu.au,academicintegrity.unimelb.edu.au,1
mdhs.unimelb.edu.au,www.scc.ms.unimelb.edu.au,1
mdhs.unimelb.edu.au,www.services.unimelb.edu.au,1
mdhs.unimelb.edu.au,www.gsa.unimelb.edu.au,1
mdhs.unimelb.edu.au,futurestudents.unimelb.edu.au,1
mdhs.unimelb.edu.au,your.unimelb.edu.au,1
mdhs.unimelb.edu.au,digitised-collections.unimelb.edu.au,1
medicine.unimelb.edu.au,lms.unimelb.edu.au,1
medicine.unimelb.edu.au,link-springer-com.ezp.lib.unimelb.edu.au,1
medicine.unimelb.edu.au,archive.handbook.unimelb.edu.au,1
medicine.unimelb.edu.au,bsc.unimelb.edu.au,1
medicine.unimelb.edu.au,archives.library.unimelb.edu.au,1
medicine.unimelb.edu.au,biomedical.eng.unimelb.edu.au,1
medicine.unimelb.edu.au,www.paediatrics.unimelb.edu.au,1
medicine.unimelb.edu.au,secure.alumni.unimelb.edu.au,1
medicine.unimelb.edu.au,comms.alumni.unimelb.edu.au,1
medicine.unimelb.edu.au,blogs.unimelb.edu.au,1
medicine.unimelb.edu.au,potter-museum.unimelb.edu.au,1
medicine.unimelb.edu.au,collections.mdhs.unimelb.edu.au,1
medicine.unimelb.edu.au,museums.mdhs.unimelb.edu.au,1
medicine.unimelb.edu.au,www.bio21.unimelb.edu.au,1
medicine.unimelb.edu.au,alumni.online.unimelb.edu.au,1
medicine.unimelb.edu.au,paedacademy.medicine.unimelb.edu.au,1
medicine.unimelb.edu.au,canvas.lms.unimelb.edu.au,1
medicine.unimelb.edu.au,www.eng.unimelb.edu.au,1
medicine.unimelb.edu.au,chemical.eng.unimelb.edu.au,1
medicine.unimelb.edu.au,donnelly.chemistry.unimelb.edu.au,1
medicine.unimelb.edu.au,arts.unimelb.edu.au,1
medicine.unimelb.edu.au,alumni.unimelb.edu.au,1
medicine.unimelb.edu.au,www-tandfonline-com.ezp.lib.unimelb.edu.au,1
medicine.unimelb.edu.au,www.jstor.org.ezp.lib.unimelb.edu.au,1
msd.unimelb.edu.au,www.lib.unimelb.edu.au,1
msd.unimelb.edu.au,access.unimelb.edu.au,1
msd.unimelb.edu.au,futurestudents.unimelb.edu.au,1
msd.unimelb.edu.au,careers.unimelb.edu.au,1
msd.unimelb.edu.au,science.unimelb.edu.au,1
msd.unimelb.edu.au,arts.unimelb.edu.au,1
msd.unimelb.edu.au,your.unimelb.edu.au,1
msd.unimelb.edu.au,socialequity.unimelb.edu.au,1
msd.unimelb.edu.au,www.socialequity.unimelb.edu.au,1
msd.unimelb.edu.au,specialconsideration.app.unimelb.edu.au,1
msd.unimelb.edu.au,digitised-collections.unimelb.edu.au,1
msd.unimelb.edu.au,www.csec.esrc.unimelb.edu.au,1
msd.unimelb.edu.au,mobility.unimelb.edu.au,1
msd.unimelb.edu.au,myuniapps.unimelb.edu.au,1
msd.unimelb.edu.au,biodiversity.unimelb.edu.au,1
msd.unimelb.edu.au,enrolmentvariations.app.unimelb.edu.au,1
msd.unimelb.edu.au,cis.unimelb.edu.au,1
msd.unimelb.edu.au,intl.umsu.unimelb.edu.au,1
msd.unimelb.edu.au,career-checklist.unimelb.edu.au,1
msd.unimelb.edu.au,online.herbarium.unimelb.edu.au,1
msd.unimelb.edu.au,smartvillageslab.msd.unimelb.edu.au,1
msd.unimelb.edu.au,mspgh.unimelb.edu.au,1
msd.unimelb.edu.au,must.unimelb.edu.au,1
msd.unimelb.edu.au,www.msd.unimelb.edu.au,1
msd.unimelb.edu.au,preview.handbook.unimelb.edu.au,1
research.unimelb.edu.au,mdap.unimelb.edu.au,1
research.unimelb.edu.au,sudo.eresearch.unimelb.edu.au,1
research.unimelb.edu.au,www.ado.eresearch.unimelb.edu.au,1
research.unimelb.edu.au,replicats.research.unimelb.edu.au,1
research.unimelb.edu.au,www.eresearch.unimelb.edu.au,1
research.unimelb.edu.au,capim.unimelb.edu.au,1
research.unimelb.edu.au,girg.science.unimelb.edu.au,1
research.unimelb.edu.au,huntlab.science.unimelb.edu.au,1
research.unimelb.edu.au,equinecentre.unimelb.edu.au,1
research.unimelb.edu.au,accounts.unimelb.edu.au,1
research.unimelb.edu.au,tigrrlab.science.unimelb.edu.au,1
research.unimelb.edu.au,art-museum.unimelb.edu.au,1
research.unimelb.edu.au,mentoring.unimelb.edu.au,1
research.unimelb.edu.au,newman.unimelb.edu.au,1
research.unimelb.edu.au,projects.eng.unimelb.edu.au,1
research.unimelb.edu.au,endeavour.unimelb.edu.au,1
research.unimelb.edu.au,hildas.unimelb.edu.au,1
research.unimelb.edu.au,mcm.unimelb.edu.au,1
research.unimelb.edu.au,safes.unimelb.edu.au,1
research.unimelb.edu.au,sgeas.unimelb.edu.au,1
research.unimelb.edu.au,mbs.unimelb.edu.au,1
research.unimelb.edu.au,le.unimelb.edu.au,1
research.unimelb.edu.au,woodymeadow.unimelb.edu.au,1
research.unimelb.edu.au,ourcampus.unimelb.edu.au,1
research.unimelb.edu.au,search.unimelb.edu.au,1
research.unimelb.edu.au,graduate.arts.unimelb.edu.au,1
research.unimelb.edu.au,omeka.cloud.unimelb.edu.au,1
research.unimelb.edu.au,harrybrookesallenmuseum.mdhs.unimelb.edu.au,1
research.unimelb.edu.au,earthsci.unimelb.edu.au,1
research.unimelb.edu.au,research.finearts-music.unimelb.edu.au,1
research.unimelb.edu.au,art2021.finearts-music.unimelb.edu.au,1
research.unimelb.edu.au,infur.msd.unimelb.edu.au,1
research.unimelb.edu.au,acahuch.msd.unimelb.edu.au,1
research.unimelb.edu.au,www.annualreport.about.unimelb.edu.au,1
research.unimelb.edu.au,genomic-cancer-medicine.unimelb.edu.au,1
research.unimelb.edu.au,sport.unimelb.edu.au,1
research.unimelb.edu.au,chemicalanalysis.unimelb.edu.au,1
research.unimelb.edu.au,scip.unimelb.edu.au,1
research.unimelb.edu.au,www.aii.unimelb.edu.au,1
research.unimelb.edu.au,archives.library.unimelb.edu.au,1
scholarships.unimelb.edu.au,arts.unimelb.edu.au,1
scholarships.unimelb.edu.au,mdhs.unimelb.edu.au,1
scholarships.unimelb.edu.au,findanexpert.unimelb.edu.au,1
scholarships.unimelb.edu.au,sis.unimelb.edu.au,1
scholarships.unimelb.edu.au,ecommerce.unimelb.edu.au,1
scholarships.unimelb.edu.au,blogs.unimelb.edu.au,1
scholarships.unimelb.edu.au,www.unimelb.edu.au,1
scholarships.unimelb.edu.au,q.surveys.unimelb.edu.au,1
science.unimelb.edu.au,intl.umsu.unimelb.edu.au,1
science.unimelb.edu.au,career-checklist.unimelb.edu.au,1
science.unimelb.edu.au,your.unimelb.edu.au,1
science.unimelb.edu.au,eng.unimelb.edu.au,1
science.unimelb.edu.au,q.surveys.unimelb.edu.au,1
science.unimelb.edu.au,pf-fire.science.unimelb.edu.au,1
science.unimelb.edu.au,jobs.unimelb.edu.au,1
science.unimelb.edu.au,huntlab.science.unimelb.edu.au,1
science.unimelb.edu.au,www.unicol.unimelb.edu.au,1
science.unimelb.edu.au,safercommunity.unimelb.edu.au,1
science.unimelb.edu.au,forms.your.unimelb.edu.au,1
science.unimelb.edu.au,gateway.research.unimelb.edu.au,1
science.unimelb.edu.au,mdhs.unimelb.edu.au,1
services.unimelb.edu.au,sso.unimelb.edu.au,1
services.unimelb.edu.au,lists.unimelb.edu.au,1
services.unimelb.edu.au,forms.your.unimelb.edu.au,1
services.unimelb.edu.au,careers.unimelb.edu.au,1
services.unimelb.edu.au,psychologicalsciences.unimelb.edu.au,1
services.unimelb.edu.au,ask.unimelb.edu.au,1
students.unimelb.edu.au,scc.ms.unimelb.edu.au,1
students.unimelb.edu.au,www.services.unimelb.edu.au,1
students.unimelb.edu.au,safety.unimelb.edu.au,1
students.unimelb.edu.au,grainger.unimelb.edu.au,1
students.unimelb.edu.au,currentstudents.eng.unimelb.edu.au,1
students.unimelb.edu.au,fvas.unimelb.edu.au,1
students.unimelb.edu.au,cat2.lib.unimelb.edu.au,1
students.unimelb.edu.au,mediaspace.unimelb.edu.au,1
students.unimelb.edu.au,internationalstudenttravelpass.unimelb.edu.au,1
students.unimelb.edu.au,intl.umsu.unimelb.edu.au,1
students.unimelb.edu.au,shop.unimelb.edu.au,1
students.unimelb.edu.au,jobs.unimelb.edu.au,1
students.unimelb.edu.au,mdhs-study.unimelb.edu.au,1
students.unimelb.edu.au,bsc.unimelb.edu.au,1
students.unimelb.edu.au,intlstudaccept.unimelb.edu.au,1
students.unimelb.edu.au,provost.unimelb.edu.au,1
study.unimelb.edu.au,careersonline.unimelb.edu.au,1
study.unimelb.edu.au,copyright.unimelb.edu.au,1
study.unimelb.edu.au,le.unimelb.edu.au,1
study.unimelb.edu.au,minerva.unimelb.edu.au,1
study.unimelb.edu.au,shop.unimelb.edu.au,1
study.unimelb.edu.au,melbourne-cshe.unimelb.edu.au,1
study.unimelb.edu.au,www.eng.unimelb.edu.au,1
study.unimelb.edu.au,sefs-saf.unimelb.edu.au,1
study.unimelb.edu.au,www.ormond.unimelb.edu.au,1
study.unimelb.edu.au,ormond.unimelb.edu.au,1
study.unimelb.edu.au,huntlab.science.unimelb.edu.au,1
study.unimelb.edu.au,provost.unimelb.edu.au,1
study.unimelb.edu.au,designproduction2022.finearts-music.unimelb.edu.au,1
study.unimelb.edu.au,geography.unimelb.edu.au,1
study.unimelb.edu.au,www.queens.unimelb.edu.au,1
study.unimelb.edu.au,art-museum.unimelb.edu.au,1
study.unimelb.edu.au,cedrr.le.unimelb.edu.au,1
study.unimelb.edu.au,credit.futurestudents.unimelb.edu.au,1
study.unimelb.edu.au,indigenousknowledge.unimelb.edu.au,1
study.unimelb.edu.au,poche.mdhs.unimelb.edu.au,1
study.unimelb.edu.au,archive.handbook.unimelb.edu.au,1
study.unimelb.edu.au,acahuch.msd.unimelb.edu.au,1
study.unimelb.edu.au,go.unimelb.edu.au,1
study.unimelb.edu.au,bsc.unimelb.edu.au,1
study.unimelb.edu.au,www.microbiol.unimelb.edu.au,1
study.unimelb.edu.au,graduate.arts.unimelb.edu.au,1
study.unimelb.edu.au,mobility.unimelb.edu.au,1
study.unimelb.edu.au,melbourneinstitute.unimelb.edu.au,1
study.unimelb.edu.au,medleyhall.unimelb.edu.au,1
study.unimelb.edu.au,ihouse.unimelb.edu.au,1
www.unimelb.edu.au,sso.unimelb.edu.au,1
www.unimelb.edu.au,search.unimelb.edu.au,1
www.unimelb.edu.au,www.alumni.unimelb.edu.au,1
www.unimelb.edu.au,gradresearch.unimelb.edu.au,1
www.unimelb.edu.au,unimelb.edu.au,1
www.unimelb.edu.au,pursuit.unimelb.edu.au,1
www.unimelb.edu.au,mcm.unimelb.edu.au,1
www.unimelb.edu.au,art-museum.unimelb.edu.au,1
www.unimelb.edu.au,grainger.unimelb.edu.au,1
www.unimelb.edu.au,finearts-music.unimelb.edu.au,1
www.unimelb.edu.au,museumsandcollections.unimelb.edu.au,1
www.unimelb.edu.au,careersonline.unimelb.edu.au,1
www.unimelb.edu.au,dental.unimelb.edu.au,1
www.unimelb.edu.au,go.unimelb.edu.au,1
www.unimelb.edu.au,maps.unimelb.edu.au,1
www.unimelb.edu.au,murrupbarak.unimelb.edu.au,1
www.unimelb.edu.au,giving.unimelb.edu.au,1
