topic,unit_slug,faculty,url,title,wordCount,classification,page_type
clubs-events,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/keep-in-touch/eng-and-it-calendar/upcoming-events/round-3-scholarships,Round 3 Scholarships,442,unique,content
clubs-events,feit,FEIT,https://eng.unimelb.edu.au/students/eng-and-it-calendar/upcoming-events,Upcoming events,334,unique,content
clubs-events,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/committee,Information for committee members,540,unique,content
clubs-events,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/feature-in-the-feit-express-newsletter,Promote an Upcoming Event,510,unique,content
clubs-events,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/event-funding-and-invoicing,Event Funding and Invoicing,617,unique,content
clubs-events,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/book-a-room-for-your-event,Book a room for your event,308,unique,content
clubs-events,feit,FEIT,https://eng.unimelb.edu.au/students/research/life-at-feit/student-clubs,Student clubs and societies,445,unique,content
clubs-events,feit,FEIT,https://eng.unimelb.edu.au/students/research/life-at-feit/thesis-writing-events,Thesis writing events,572,unique,content
clubs-events,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/our-clubs/melbourne-university-geomatics-society-mugs,Melbourne University Geomatics Society (MUGS),493,unique,content
clubs-events,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/our-clubs/drone-aviation-and-racing-engineering-society,Drone Aviation and Racing Engineering Society,401,unique,content
clubs-events,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/industry-series/all-industry-events,Industry Events,424,unique,content
clubs-events,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/our-clubs/melbourne-university-civil-and-structural-society,Melbourne University Civil and Structural Society,412,unique,content
clubs-events,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/our-clubs/mechanical-engineering-student-society-mess,Mechanical Engineering Student Society,397,unique,content
clubs-events,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/keep-in-touch/eng-and-it-calendar/upcoming-events,Upcoming events,342,unique,content
clubs-events,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/keep-in-touch/eng-and-it-calendar,FEIT Student Event Calendar,368,unique,content
clubs-events,ffam,FFAM,https://finearts-music.unimelb.edu.au/current-students/research-students/university-student-services,Student Services | Graduate Students | FFAM,726,unique,content
clubs-events,law,Law,https://law.unimelb.edu.au/students/jd/studies/class-recording-policy,Class Recording Policy,773,unique,content
clubs-events,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/prospective-orgs/why-should-your-ogranisation-place-student,Why should your organisation place students?,233,unique,content
clubs-events,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/student-enrichment/clubs-and-societies,Student Clubs and Societies,462,unique,content
clubs-events,science,Science,https://science.unimelb.edu.au/students/graduate-research/events,Events for graduate researchers,879,unique,content
clubs-events,science,Science,https://science.unimelb.edu.au/students/student-life/student-life-and-societies,Student Clubs and Societies,1163,unique,content
clubs-events,science,Science,https://science.unimelb.edu.au/students/student-life/wellbeing/wellbeing-events/swot-vac-wellbeing-brunch,SWOT Vac Wellbeing Brunch,379,unique,content
contacts-support,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/peer-mentoring-program,MSD Peer Mentoring Program,549,mixed,content
contacts-support,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/student-newsletters,Student Newsletters,671,mixed,content
contacts-support,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-urban-design,Master of Urban Design Studios,377,mixed,content
contacts-support,arts,Arts,https://arts.unimelb.edu.au/students/career-mentoring,Arts Career Mentoring,1316,unique,content
contacts-support,arts,Arts,https://arts.unimelb.edu.au/students/graduate-coursework/enrichment/gshss-academic-culture-and-english-tutorials,GSHSS Academic Culture and English Tutorials,311,unique,content
contacts-support,arts,Arts,https://study.unimelb.edu.au/find/courses/honours/bachelor-of-arts-degree-with-honours/?referrer=arts_redirect,Bachelor of Arts (Degree with Honours) - The University of Melbourne,580,mixed,content
contacts-support,education,Education,https://education.unimelb.edu.au/study/current-students/extension-assessment-information-and-policies/main-page-links/foe-assessment-penalties,FoE Assessment Penalties,402,unique,content
contacts-support,education,Education,https://education.unimelb.edu.au/study/current-students/resources-and-it,Student Services and IT,370,unique,content
contacts-support,feit,FEIT,https://eng.unimelb.edu.au/students/research/get-in-touch,Get in touch - Graduate Researchers – Current Students - Faculty of Engineering and Information Technology,391,unique,content
contacts-support,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/technology-requirements-and-available-resources/student-it-contact,Student IT Contact,502,unique,content
contacts-support,law,Law,https://law.unimelb.edu.au/students/masters/studies/student-advising,MLM student advising,372,mixed,content
contacts-support,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/student-administration,Key Dates and Contacts,512,unique,content
contacts-support,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/clinicalaudiology/additional-questions,Additional questions,161,unique,content
contacts-support,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/clinicalaudiology/eoi,Expression of interest form,214,unique,content
contacts-support,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/msps/clinical-psychology/conclusion-of-placement,Conclusion of placement,235,unique,content
contacts-support,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/msps/professional-psychology/conclusion-of-placement,Conclusion of Placement,199,unique,content
contacts-support,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/prospective-orgs,Information for Prospective Host Organisations,345,unique,content
contacts-support,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/prospective-orgs/how-is-the-placement-arranged,"What are the steps involved before, during and after a placement?",179,unique,content
contacts-support,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/getting-help,Getting help,593,unique,content
contacts-support,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/key-contacts,Key Contacts,193,unique,content
contacts-support,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements,MDHS Pre-Placement Requirements,753,unique,content
contacts-support,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/handbook,Handbook,169,unique,content
contacts-support,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/non-immunisation-checks,Non-Immunisation Checks,221,unique,content
contacts-support,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/non-immunisation-checks/mask-fit-testing,Mask Fit Testing,967,unique,content
contacts-support,science,Science,https://science.unimelb.edu.au/students/graduate-research/contact,Important contacts for graduate researchers,647,unique,content
contacts-support,science,Science,https://science.unimelb.edu.au/students/support,Support and contacts for students,1114,mixed,content
course-planning,abp,ABP,https://msd.unimelb.edu.au/current-students,Current Students | Melbourne School of Design,1239,mixed,content
course-planning,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans,Sample Course Plans,343,mixed,content
course-planning,abp,ABP,https://msd.unimelb.edu.au/current-students/enrolment/list-of-forms,List of Forms | Current Students | Melbourne School of Design,417,mixed,content
course-planning,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning,Course Planning | Current Students | MSD,300,mixed,content
course-planning,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/master-of-architecture,Master of Architecture Sample Course Plans,560,mixed,content
course-planning,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/master-of-construction,Master of Construction Management Sample Course Plans,685,mixed,content
course-planning,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/landscape-architecture-course-plans,Master of Landscape Architecture Course Plans,559,mixed,content
course-planning,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/master-of-property,Master of Property Sample Course Plans,592,mixed,content
course-planning,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/master-of-urban-and-cultural-heritage,Master of Urban and Cultural Heritage,453,mixed,content
course-planning,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/urban-design,Master of Urban Design Sample Course Plans,397,mixed,content
course-planning,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/urban-planning,Master of Urban Planning Sample Course Plans,530,mixed,content
course-planning,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/property-valuation,Graduate Diploma in Property Valuation Sample Course Plans,365,mixed,content
course-planning,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/master-of-architectural-engineering,Master of Architectural Engineering,582,mixed,content
course-planning,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/double-masters,Double Masters Degrees,916,mixed,content
course-planning,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-urban-planning,Master of Urban Planning Studio/Thesis,767,mixed,content
